modelA,modelB,x0A,x0B,y0A,y0B,z0A,z0B,xfA,xfB,yfA,yfB,zfA,zfB,timeA,timeB,companyA,companyB,WindSpeed,Maneuver
1,1,0,11.7378065386859,16.0599087898766,21.668847930542,1.84965851698651,4,27,3.11138520560666,15,11.3253455628824,0,-1.89711353993078,3.86910515528689,2.07641667591928,2,2,26.2577011710275,"BEFORE(2,1)"
2,2,1.30409134505019,13.5629189060877,8.32734454713207,13.783240793043,4,4,27,27.5880973867878,15,11.5444711066056,0,-2.6988558687498,4.47355327913499,2.57935929375981,2,1,10.857852569385,"OVER(1,2)"
1,2,-3.5527136788005e-15,10.7363647364056,23.2063555065963,16.6080131275491,0.912089519577331,4,27,18.2642507877347,15,14.3974104112867,0,-1.85247873367146,4.03347045269368,1.54610570564868,1,3,35.8538138899073,"SEPHORIZ"
1,1,0,2.05194556447556,8.84698556671178,0.0717716275499107,-2.10300072915894,-4,27,21.2434012922024,15,25.7813356290908,0,2.24867614401106,3.96735912454803,4.6663387468243,1,2,11.6143372798155,"OVER(2,1)"
2,1,-3.5527136788005e-15,16.7030808675507,5.94607759602919,13.9981311162993,-3.83313708298837,-4,27,17.5339452095432,15,18.1961173785687,0,1.7171429367033,4.78832341097205,0.848529685042227,1,1,9.17085829713047,"FIXPATH(2)"
2,1,5.69966688559375,17.512707107382,8.90389058135887,8.54797770826552,4,4,27,21.8605030976398,15,26.6185404008366,0,-3.55321342984941,3.75046912992842,2.84032308432065,3,2,18.0691359205192,"OVER(1,2)"
2,2,0,0.485793061183657,26.3869547167948,2.80830319782516,2.91034776370673,4,27,17.1076760661722,15,29.2989479022664,0,-0.0571585518790449,4.90762139324776,5.25524527578175,2,1,6.21973541552285,"OVER(1,2)"
2,1,0.0318774082348661,26.4560693787977,30,7.90692557186299,2.5896002921082,4,27,9.03616759540418,15,28.5174477422535,0,-0.314814454350278,5.16112362612837,3.90293231050019,1,2,18.0397289876398,"OVER(1,2)"
1,1,3.5527136788005e-15,0,6.44243384087752,0.157825607975592,0.753917798047613,2.0630006269325,27,28.852368159776,15,28.6070715470015,0,-2.35170098535713,4.04767488931573,5.82233965262605,2,2,12.9441379968779,"BEFORE(1,2)"
2,1,0,14.3560527331096,21.0812910980344,17.7457580292715,3.44713140630267,4,27,8.36909821206139,15,15.5358272961676,0,-2.03466689120129,4.64783696978271,1.14221532821425,3,1,34.5710186581849,"SEPHORIZ"
2,2,0,19.0543086738243,2.74084801410027,0.202433480154859,-1.99450549221549,-4,27,24.7859708648016,15,19.6707930362584,0,0.371620672469831,4.95324535356625,3.45674505674495,3,1,13.3878678491046,"OVER(2,1)"
1,1,7.29965920536609,14.5213127073553,17.3084902394503,16.7993094430221,4,4,27,24.3276235694612,15,14.2952325815084,0,-3.06969974203052,2.88850628927424,1.68553806773396,1,3,11.309817754302,"FIXPATH(2)"
2,2,16.4062805022724,27.998684583973,6.67302503350748,3.15542393199184,-4,-4,27,1.46624390338536,15,21.7778296978158,0,1.61062446878414,2.33547463800433,5.48065550221535,1,3,39.4074275753088,"SEPHORIZ"
2,1,0.143879299555646,0,12.9634979184351,0.319326651033116,4,2.75587813458272,27,24.9859447434415,15,27.1384049561144,0,1.78876729815796,4.53707079321566,5.23819381753123,2,2,20.6500871615626,"OVER(2,1)"
1,1,14.727065786606,27.8188577728453,23.4101552829173,27.3936371400472,-4,-4,27,3.64060964210899,15,16.3108498038247,0,-1.48303401422863,2.19619860063078,3.8164392974928,3,1,17.2348120935227,"BEFORE(1,2)"
2,1,0,30,12.2637163148547,29.5818181358446,2.20343733670095,-2.46726278618369,27,10.9320410478466,15,5.14443230494634,0,2.36289254335141,4.53783720268115,4.48025760933055,3,2,17.1918411780608,"OVER(2,1)"
1,2,3.5527136788005e-15,0,22.3705973355919,23.1986967804864,3.17728887828402,-2.17070481317831,27,17.116446597166,15,20.8592042610535,0,3.68733818540393,4.02363937370948,3.02547508021572,3,2,22.170011053505,"BEFORE(2,1)"
2,1,12.4961644502199,22.3667805178927,24.2094743781226,26.1932139223363,-4,-4,27,21.2891610743721,15,5.26308436558077,0,2.86637913888259,2.93632106089491,3.13694036286183,2,1,24.5840840663597,"OVER(2,1)"
2,2,3.5527136788005e-15,10.4563680458085,5.68407428796903,30,0.183924782896113,1.11040076103498,27,18.6950673700226,15,0.789461809630733,0,-1.44967230999446,4.76042802345894,5.07619636057024,2,1,40.9235167369543,"PATHSEP"
1,2,3.72872027526107,14.4746040791426,7.53483147023905,13.269391019036,4,4,27,15.4997150312722,15,4.55606104362096,0,-0.954685805696315,3.53661352059888,1.63762346894759,2,2,23.9849790484747,"FIXPATH(2)"
1,2,10.8926656062219,30,24.2470444912776,21.1298467880975,-4,-3.38633028484229,27,3.35767931717682,15,12.729323197129,0,0.908367061328991,2.7115538781683,4.70935829986721,1,1,36.9458730648487,"SEPHORIZ"
1,1,0,0,10.4370690753907,6.50764409660575,-3.20380333410938,-3.1542172522101,27,27.4240550442575,15,29.2179053117672,0,0.683407669298637,3.9381646633349,5.11579170144916,2,2,44.4627578589994,"PATHSEP"
2,1,0,28.0203186514617,11.6917577984566,18.7230063047625,2.19964240639457,4,27,11.87412986485,15,2.54714252331217,0,-2.28416905959142,4.54835642561658,3.37833453415644,2,3,5.35389222031558,"OVER(1,2)"
1,2,0,22.3885255552219,16.711796661106,27.5168202113207,0.904027799878523,-4,27,17.1250990164669,15,10.0625976374119,0,3.65711326648719,3.86704180445444,3.26260196314388,3,3,11.1959503892279,"OVER(2,1)"
2,1,10.5836464401168,15.7725120186873,9.25800622862995,8.66715996802798,-4,-4,27,23.2195776006124,15,19.6176126384238,0,1.26183417333223,2.97069015805783,2.01872212370692,3,3,19.7965405026069,"OVER(2,1)"
1,2,0,3.07992507793784,14.5287942983553,13.8232994777402,-1.76917029799186,-4,27,28.1267771689022,15,15.5176320765277,0,3.22454998901334,3.8659652490719,4.34192207607616,2,2,7.2459407063132,"OVER(2,1)"
2,1,0,15.228429147795,2.52374114613867,0,3.78423685774251,2.13971771863482,27,8.94314579319621,15,23.0500544117924,0,0.00920075716815472,4.99653458993802,3.42652726421045,1,1,9.81866889589108,"OVER(2,1)"
1,1,2.76046312846414,7.88280218421372,16.7000332914837,25.4541453976543,4,4,27,22.5391248656445,15,4.16594511422804,0,-1.205443658859,3.51682169729901,3.76361149652257,2,1,40.9259162928276,"PATHSEP"
1,2,0,25.8384817085234,20.8662869001032,6.92507196645033,2.03350503857484,4,27,4.9069846915216,15,27.1815520672653,0,-3.38125771893343,3.9577521592016,4.99951386376679,3,3,6.81032522238651,"OVER(1,2)"
2,2,5.52092206303017,30,15.9516418371991,24.401365539981,-4,-1.54300499709357,27,5.46684045818106,15,4.99057523209351,0,-2.80314326705007,3.64286943336676,5.21813099173886,2,1,15.2340592563754,"OVER(1,2)"
2,1,17.5595710412773,25.4787566856274,6.74601524307704,-3.5527136788005e-15,4,0.653788130596357,27,19.8215867234411,15,28.2369281362046,0,3.80565700536506,2.18509754061835,4.13828745123826,1,2,9.12363289841689,"BEFORE(1,2)"
1,2,0,0,7.01995381224704,5.78670994919486,-0.0944613934306106,-0.0317318230138852,27,27.2741707341019,15,25.3605168683284,0,3.03098307710819,4.02210742814413,5.61821870247124,3,3,4.85708638579846,"OVER(2,1)"
1,1,0.619959965811535,0,21.561706081619,15.4867883124701,4,3.50607643104595,27,26.0364942850546,15,22.2450737163267,0,-0.41701815897883,3.92436216915936,3.88258800051599,2,3,33.5782006945985,"SEPHORIZ"
2,2,0,0,18.03096630197,18.0131812030052,3.11748727816049,0.929648420722978,27,24.867166489206,15,6.43829118829924,0,2.32832259125339,4.55759680912225,4.5774364398187,1,2,31.9337486023824,"SEPHORIZ"
1,1,12.6937456353331,30,14.8095544411746,17.9198471500557,4,2.33262033459061,27,6.3906530208627,15,15.6694434505148,0,-0.821143193399658,2.11707673974492,3.41736825160782,3,3,29.460974137937,"BEFORE(1,2)"
2,2,0,14.0242844262613,14.535103204989,0,-1.41046380505986,2.88102852410546,27,23.9395787303286,15,19.6674711888358,0,-3.74131557242865,4.50678543726728,3.82099642181736,2,3,21.5599402149116,"OVER(1,2)"
2,2,0,1.55750998305901,21.5434438411047,30,-3.57643787132106,-1.86707702136322,27,16.2066838723458,15,3.04987304783489,0,-3.68585803288204,4.66786394153116,5.12131725118618,1,3,25.0680073356536,"OVER(1,2)"
2,1,2.13646256990252,1.38564737522852,2.44750378951865,5.75017999284882,-4,-4,27,28.6611630891306,15,21.7274110056025,0,0.64713369891019,4.68876791636031,4.56332747504078,2,2,41.9953100298095,"PATHSEP"
2,2,14.9399902080299,23.9821035253958,22.1749740035753,30,-4,-1.96136022893012,27,19.2599791656534,15,3.15960548927746,0,-1.85471269030654,2.42556005444486,4.54213792504092,1,3,24.3116058339351,"OVER(1,2)"
2,1,6.45692988930264,1.37323464733864,9.39807771288537,30,4,2.45589097932761,27,22.7758151204946,15,0.950679003366208,0,1.13871325666372,3.60890598887381,5.15804533568738,1,3,34.3729694042813,"SEPHORIZ"
1,1,0,13.1451136172596,1.47578083496048,1.93877212690412,-0.193274350302941,4,27,21.9665096223525,15,20.7320074795028,0,-3.72405904172294,4.31405358284785,3.14324041450355,1,1,25.5091910742291,"BEFORE(2,1)"
2,1,0,17.8985463256975,19.9427657357455,8.89665870047279,1.57064114495002,-4,27,16.8400514196838,15,19.0000040496516,0,3.44620687238499,4.58224175462716,1.70930955940701,1,2,21.9985768623807,"FIXPATH(2)"
1,1,0,20.8138644618412,14.2121084030681,0,-2.02425969574241,2.13776828570108,27,17.7232723842266,15,27.3659026275623,0,-3.19096544889905,3.86954525273996,4.00471545523784,2,3,43.9996120966005,"PATHSEP"
1,1,4.48158451244937,14.4073931919442,8.32058023231563,0,-4,-3.94762032918941,27,27.1644965054168,15,28.9577324690918,0,1.02613882041964,3.40244440415667,4.57466291502183,2,2,13.1982589335209,"BEFORE(1,2)"
2,2,6.16338944362694,30,6.27016064072933,2.82808101893455,4,-0.303292618632191,27,1.36974970432149,15,26.5512450612375,0,2.71835508638491,3.82209230293469,6.21724881702553,2,1,5.9414026524708,"OVER(2,1)"
1,2,0,11.7116005789025,28.0762321956375,30,-3.32808193661945,-0.1621736692865,27,18.6809946461555,15,1.90613677672106,0,-1.01192373406956,4.31166173648538,4.82631403640642,1,2,5.31698603191569,"OVER(1,2)"
1,2,0,30,28.2368733988681,21.6596009157232,-2.68508608640667,-1.71244490678333,27,2.66557382676847,15,10.2503101091894,0,0.389364752538931,4.31269582252979,4.94901323620421,1,3,7.48131909464467,"OVER(2,1)"
2,2,1.47076903348061,14.5616979816243,0,0,-0.630715181513374,0.330782138995528,27,25.2703410548632,15,14.9917792086403,0,-0.487800898726289,4.93608947518234,3.07362092323827,2,1,20.7246357489954,"OVER(1,2)"
1,1,11.7701699299128,12.8838572750256,10.5332560444629,25.0747734443363,-4,-4,27,28.2935367663211,15,3.38098477142183,0,1.18629959380469,2.33428272266073,3.87041523828246,3,3,6.70756874605597,"BEFORE(1,2)"
1,1,7.81990885848844,4.6761363940264,20.1892509365054,18.9793762369373,-4,-4,27,22.970943770241,15,19.5874704646841,0,-0.948087477739868,2.89335469985958,2.65013853673442,3,2,21.6361823255748,"OVER(1,2)"
1,2,0,4.74013481260557,13.5124720573805,12.2675726582652,-0.55318678151022,-4,27,22.9808233708325,15,10.2841110455818,0,0.950451233235238,3.86380014650262,3.16052124131483,3,1,13.5008362233197,"BEFORE(2,1)"
1,1,0,18.8480415213358,19.4903484517557,11.6791970757089,-2.21290583267459,-4,27,19.4934835641829,15,22.9221267370898,0,3.90367153278272,3.9227972733797,1.8773309635277,2,3,20.3859522941353,"FIXPATH(2)"
1,1,0,10.9761407886803,23.7288864534059,30,-2.33928770537949,0.134607747582849,27,12.5813894997891,15,0.00693195598250207,0,-2.80429014105837,4.06736396626966,4.31115527663894,3,3,5.6396156137017,"OVER(1,2)"
2,2,-3.5527136788005e-15,24.79913849578,10.0593570247358,9.46557303306473,-0.691611279957063,4,27,0.717386440789656,15,17.247975059907,0,-3.62772428748769,4.5761700867892,4.39121393616309,2,3,12.3225435694921,"OVER(1,2)"
1,1,3.5527136788005e-15,0,22.9772903991786,1.96043684349753,0.299823468091818,-0.110133109275062,27,10.0789828700568,15,23.5208353880615,0,-0.10608630699186,4.0222012605348,3.39999008843676,1,2,19.0139124720817,"OVER(1,2)"
1,2,0,15.483922436871,25.9629797487913,17.6256137677975,2.39672796141311,4,27,14.9451094580193,15,25.4948488487782,0,-2.4726543710249,4.17693591839027,1.58895692886867,3,3,20.9159105793195,"FIXPATH(2)"
1,1,0,27.0606564271332,15.2972620556408,8.80467489202069,-1.49973438211468,-4,27,7.32257310785722,15,24.1015525799072,0,2.59176709782458,3.8633037351323,3.68219771967428,1,1,5.58647042499757,"OVER(2,1)"
1,2,5.74053915792905,16.4913687988524,1.3988516109953,10.7707861619564,-4,-4,27,22.9585460032746,15,17.2360077052199,0,3.32740020360177,3.64935836607148,1.83176407449349,3,2,38.3485792229386,"SEPHORIZ"
1,1,3.47639485081925,12.0772810262924,16.1394415389275,14.618279032822,-4,-4,27,29.1073668503255,15,29.9528036802561,0,3.89963845399233,3.41133055413603,3.4449847598943,1,1,22.2944583955662,"OVER(2,1)"
2,2,0,14.0252110167778,11.436785501898,17.3402989836861,3.52048937589054,4,27,1.92366695297678,15,7.89444958061328,0,-3.17823710989687,4.57617588226627,2.78472972355338,2,1,6.75389601085008,"OVER(1,2)"
1,1,2.99964210608326,30,11.8908355956897,5.43220808923995,-4,-0.854834529259767,27,0.229066643171879,15,18.3276204083806,0,-0.735283700390623,3.50297061259123,4.63485997856433,2,1,21.767356117526,"BEFORE(1,2)"
2,2,0,7.27726031562683,15.6876981894348,13.8064664684133,-3.04299693601609,-4,27,18.9885733096575,15,21.3128192359112,0,1.50930831294225,4.52958824721416,2.47305105111151,1,2,11.202600366601,"OVER(2,1)"
2,2,0,13.1599544576311,15.007486154213,15.6750178262982,-0.586237518294898,4,27,14.0644134173899,15,16.3566698908152,0,-2.56716703246736,4.50106027201616,0.474536865126284,3,2,14.4426537511709,"FIXPATH(2)"
2,2,5.86174917228307,15.1075224334032,21.0835692153845,25.4829589964068,-4,-4,27,14.3537594023559,15,9.61538532444116,0,0.812638387665879,3.72431463412125,2.75732594503316,2,1,28.5507763546698,"OVER(2,1)"
2,2,0,-3.5527136788005e-15,15.2125623641413,20.2463042108717,-3.53601017544879,-1.93261475342244,27,26.9489984453603,15,9.21131621776709,0,-3.51159083011425,4.53793016987157,4.86057082718889,3,3,41.0918734067626,"PATHSEP"
1,1,1.20171725233599,11.5608657064121,8.29961166844438,12.897532724058,-4,-4,27,5.81242020160122,15,2.72611734444062,0,-1.05246667692782,3.84946757594497,1.71843648915222,3,1,9.87620150024569,"FIXPATH(2)"
2,1,0,8.47347134380531,20.5374595495641,16.3656485327985,3.61769578773972,4,27,29.4747750451793,15,18.7939350322,0,-2.54979863515737,4.63241343273462,3.15055544536942,2,2,0.350680978686345,"OVER(1,2)"
2,2,0,0,16.1011859040458,8.51793807847942,-3.29174532424162,-3.53156366999028,27,27.0171687076658,15,25.3981784120763,0,-0.834412219342977,4.53655526082733,5.32836522321572,1,1,5.5357657585854,"OVER(1,2)"
1,2,12.879342135898,18.6188771722558,13.2876158575741,13.9994717679044,4,4,27,6.30092390121084,15,3.92629643280354,0,0.164127098601864,2.10552042968151,2.72410355610612,2,3,7.61468693916079,"OVER(2,1)"
1,1,-3.5527136788005e-15,23.5226311690418,23.2269338589441,-3.5527136788005e-15,0.912470360746066,-0.474620878305195,27,6.11447031496599,15,28.7614078766967,0,1.69465965124131,4.03432763674928,4.81271486588915,1,2,40.7458237378862,"PATHSEP"
1,2,0,13.9073175908809,16.3892816944508,0,2.81049531032362,0.831337505862885,27,20.8169687510998,15,26.7206362019564,0,-0.0746322697071991,3.882838809502,4.6024014773829,2,3,7.51079664559689,"OVER(1,2)"
1,2,3.5527136788005e-15,22.9118522209621,24.6420375743022,30,2.00185253917976,-2.72677532968984,27,1.02186384515324,15,13.0965569322692,0,3.49490968326907,4.10563811618189,4.71941806999275,2,1,36.2620579237587,"SEPHORIZ"
2,1,0,0,15.0076829267866,25.8186845612269,2.8119371430309,1.33375104155874,27,19.7848874270167,15,0.390123728016836,0,1.74454285341861,4.52408093483047,4.60306508140083,2,1,11.7940033263952,"OVER(2,1)"
1,2,13.548267660628,23.4216456136244,22.2320529618817,30,4,3.50129277595899,27,12.5661644254969,15,3.81367519776064,0,1.23696594467121,2.25099993428315,4.73949115666096,2,3,17.6003465460644,"OVER(2,1)"
1,1,0,0,12.7102494445372,27.1030148104951,-2.04958750741329,-2.66556717980833,27,22.1582555017626,15,0.382670066768156,0,0.842825508131716,3.88198351281565,4.98395527455605,3,2,38.8784210427056,"SEPHORIZ"
2,1,12.0303716293426,14.737094592107,24.6874368548817,23.8761489249173,-4,-4,27,22.0253971972774,15,3.12627761271933,0,2.34060390043322,3.04230864759744,3.26077399572245,2,3,25.9403094655312,"OVER(2,1)"
2,1,1.5326306908753,5.38936013168977,17.2419720616627,30,-4,-2.29709059461006,27,14.9533627276377,15,1.46353512108384,0,-1.48934112101766,4.31161141048238,4.30104866983504,1,1,35.2228024238347,"SEPHORIZ"
2,2,0,14.7851302156842,23.5794433498448,30,1.19713195119353,-0.921530359158938,27,13.8782020790195,15,11.0347100339899,0,1.43656495683405,4.7259256096014,3.18844325454974,1,1,28.8734025474233,"OVER(2,1)"
2,1,5.57328647321286,12.7890218808622,14.5620325811336,12.5048323813846,-4,-4,27,22.6974241158846,15,25.2981095113551,0,2.16125479961467,3.63155248119625,2.45566298564959,2,3,25.5500564341809,"OVER(2,1)"
1,2,8.73423406920084,13.5910602260786,10.6162173016758,18.3320345568863,-4,-4,27,11.4298056720755,15,2.2923433249771,0,-0.713277255738939,2.74118035728253,2.75041971631308,2,3,44.0397417929206,"PATHSEP"
2,1,0,0,17.709254643845,9.78585800561452,1.50671623390238,-0.801585062114464,27,23.9365491687749,15,21.3420787866265,0,2.26725427073805,4.52954283374551,3.82206296265552,3,3,6.4345749340115,"OVER(2,1)"
2,2,0,5.76728616446387,8.82477016399817,11.002828943113,-0.219919486699239,-4,27,25.0173261214907,15,5.84680101749687,0,2.6383042808326,4.61634121915252,3.48481066492013,1,1,28.0765189809313,"OVER(2,1)"
2,1,12.7074439478932,23.7889559868344,14.9903267503592,16.0456255404048,4,4,27,2.53689602979399,15,21.5002923777894,0,0.0542990362790601,2.46750416359068,3.18317856367631,1,2,15.2133686563258,"BEFORE(1,2)"
2,1,0,15.3654086501687,15.7457976801964,12.6694941082684,-0.655676245885431,4,27,16.5139497357141,15,12.820700604638,0,-2.78095335709786,4.50304178824373,0.417842305569054,3,2,14.7639483561937,"FIXPATH(2)"
1,2,1.56819288343636,13.0306810957277,21.0643559655808,30,4,2.21928198052135,27,14.8857599083779,15,9.31408066521007,0,0.628595711078158,3.77747157175596,3.47156780128996,2,2,11.1395701131059,"OVER(2,1)"
1,1,6.86153117837841,30,30,17.3907494551369,-2.34392445620011,-2.78527033745809,27,2.77189786043076,15,26.1773690111834,0,3.54350304175763,3.60273381539199,4.18168723936678,1,3,42.4624021667479,"PATHSEP"
2,1,-3.5527136788005e-15,15.4219549959528,15.4295362883661,0.147772139768211,1.27393369940925,4,27,8.34612011661297,15,25.1950926839943,0,-0.585320350087407,4.50556388277937,3.77382482188775,3,2,4.3467406470862,"OVER(1,2)"
2,1,0,0,16.3326737411264,14.8655017612512,-0.643647490481021,-3.96879219100784,27,29.2739325910833,15,15.6701972403927,0,3.27703982878252,4.50675439633161,4.30291940457955,1,3,28.4230070257348,"OVER(2,1)"
2,2,4.53385447330811,18.4115089262561,30,30,-1.80442804583512,-1.00583695477994,27,26.4174438309513,15,7.05364905121536,0,-2.04108302122338,4.5122341592772,4.05414675321936,1,2,17.2461564603007,"OVER(1,2)"
1,2,6.2428588893066,30,30,11.5066334493707,-1.72023813465547,-0.495043894761044,27,15.9353871836532,15,26.656995664217,0,-1.89067193448299,3.66674212722226,3.45320217294373,3,1,28.8412665812883,"OVER(1,2)"
2,2,0,10.4675512818032,9.60590800647022,17.7080114134666,1.47894846690926,-4,27,12.3681947564722,15,10.8661714024239,0,2.25113617602023,4.59552089390939,1.45545517641562,2,1,10.5653486386949,"FIXPATH(2)"
2,1,3.5527136788005e-15,5.48541061654397,22.6535570430707,24.1825375979248,2.23702535932493,-4,27,15.4501383881226,15,20.3822623779491,0,3.81434686266906,4.69204355595716,1.79433238750535,1,3,6.09692180858915,"FIXPATH(2)"
2,1,-3.5527136788005e-15,0,3.38502610103136,7.66671910856239,-1.25239556962038,-1.27984635138555,27,23.7606984594953,15,12.5920982993416,0,0.260292354727644,4.90315452852254,3.47349350548435,3,1,5.64571604880136,"OVER(2,1)"
2,1,10.666208798362,30,2.77648736997348,1.06502366984409,4,0.916478361562374,27,0.844007040247715,15,28.6610929583267,0,1.4423256936448,3.46263829107199,5.73548110828856,2,1,41.6566976412607,"PATHSEP"
2,2,14.5466428516953,0,9.7989546237936,15.8355922334953,4,1.74602072857837,27,21.8629223877802,15,13.4366893076313,0,1.20998930573546,2.33889059012627,3.66677753546208,3,1,38.7252951626099,"SEPHORIZ"
2,1,0,6.8430221986313,14.4616247408885,15.4857351824036,3.29993807533489,4,27,20.8285874269667,15,6.20419581062748,0,0.43809860765391,4.53388942708006,2.44909454686824,2,2,7.62758417767253,"OVER(2,1)"
2,1,13.3624306522282,15.480008203067,22.7043955047986,9.68982638405354,-4,-4,27,18.2714797315142,15,27.5677029603166,0,1.86859554698498,2.68956245766305,2.70613490210474,3,1,39.5675318030363,"SEPHORIZ"
1,2,0.511085490478916,27.7674741974772,1.76706061491459,0,4,1.17943247968866,27,2.61795103380207,15,24.8615227848022,0,1.48755766751076,4.26779943981019,5.894179719728,1,3,13.5516128445382,"OVER(2,1)"
2,1,-3.5527136788005e-15,6.68660485956742,13.0017584156896,0,-2.78113652571649,-1.48126381680439,27,13.8834566485303,15,27.7569725003784,0,-2.27288686163179,4.53580738105905,4.0979596421887,1,3,12.029627479309,"OVER(1,2)"
2,2,6.10303318607354,16.0799992127637,15.4681727034972,14.5497240757211,-4,-4,27,16.358548020963,15,15.2733112333975,0,-2.02576863742881,3.54477633961285,0.227335884657771,3,2,0.0453995328155615,"FIXPATH(2)"
2,2,5.86666664083802,11.2736063439965,20.0601512413388,20.2464789279302,4,4,27,28.1633940156079,15,16.0524379715334,0,-0.812479052719178,3.68071054900735,3.00218391610752,1,3,2.04278735977378,"OVER(1,2)"
1,1,0,20.7602002673609,16.2126306431443,17.409460461049,-1.2468784846852,-4,27,7.52554899278441,15,13.4267706834007,0,1.10368716865374,3.86512899186847,2.09100037652373,1,3,30.1705947655177,"SEPHORIZ"
2,2,0,0,23.6985621839523,25.1440960272377,-3.03512198735148,-2.86652929158737,27,24.4063447169096,15,2.30129622602446,0,-1.16421523648761,4.75445357539787,5.57861383152598,3,2,31.9250381176775,"SEPHORIZ"
1,1,-3.5527136788005e-15,14.317178783402,1.01152294870723,-3.5527136788005e-15,1.84703286682398,3.86165447825997,27,24.5507964745002,15,28.1450821126051,0,-3.99739122927905,4.35204977757695,4.41445858853786,1,2,5.9404893484039,"OVER(1,2)"
1,1,0,0.128361464116416,12.4246042005047,15.9867182091486,-2.36381986621429,-4,27,23.6265891886983,15,8.09983270862,0,2.75185888580728,3.88922766212544,3.66171394051593,1,1,28.8175151085193,"OVER(2,1)"
2,1,0,30,17.076908005928,9.99947982105755,1.77404871631502,-2.00871031323504,27,2.68310895430196,15,21.9383611597724,0,3.23085260979232,4.52292740442396,4.32223274129209,1,1,33.3210771099842,"SEPHORIZ"
1,2,1.92532346461306,19.4399619650394,1.77635683940025e-15,0,-1.15068536705703,0.437246502195666,27,3.25233269355072,15,29.5049077264974,0,-2.01324769243166,4.17734764248709,5.62374020051697,1,3,20.3504304246974,"OVER(1,2)"
2,2,6.47531589043682,3.11116007790171,20.2933464842266,30,4,3.48870705828977,27,22.406674559925,15,14.2667467332408,0,0.666068649821633,3.59300892605398,4.17572205413287,3,1,27.2860074059461,"OVER(2,1)"
1,2,5.68735958580763,30,13.9219989609454,12.0203053697973,-4,1.14125746244011,27,9.72495715648871,15,20.0713324991755,0,-1.62964909319136,3.09991742635937,3.66459901353534,1,3,11.7246636833328,"OVER(1,2)"
1,2,0,12.9733750113764,14.1821075848154,25.3335126200496,2.57285056754156,4,27,17.5529816767624,15,5.50010118550087,0,-3.38464846203195,3.8762213897675,3.5867240654086,1,1,41.8478419654547,"PATHSEP"
2,2,0,30,18.6467744949222,9.50663507199646,3.61369151923157,1.08862110646189,27,8.48663716048834,15,19.1580178425341,0,0.736596636829161,4.57995554553784,3.93028788762701,1,2,6.91482449388173,"OVER(2,1)"
2,2,0,27.4695916327062,2.86669123737663,0,-1.07834483807228,-1.63963277316372,27,3.96164037929071,15,20.9896454690643,0,-0.112760739857344,4.93676251880036,5.25863015640551,1,2,14.6380142108589,"OVER(1,2)"
1,2,1.3243825691899,7.37593566036004,11.6860948184752,10.0003682212396,4,4,27,18.2716348295015,15,25.8940428075608,0,-0.954432401425318,3.74126070115772,3.31005821777457,1,1,8.22223128661666,"OVER(1,2)"
1,2,0,4.07728831354344,22.3806899904663,30,-1.33124945539654,1.17986578117905,27,25.5211938214033,15,7.7037575120429,0,-1.71603599286799,4.00316920139755,5.17815263109513,1,2,33.7030026964718,"SEPHORIZ"
2,1,18.5407473638361,30,14.6211840606134,10.3529571611573,4,3.56601327130694,27,3.98561904451114,15,22.7551898473673,0,0.521895472686801,1.53814566565103,4.1397251737818,2,2,35.0976109693027,"SEPHORIZ"
2,2,3.20224802672142,21.5313658753722,30,0,-3.62641529359543,1.63869184223366,27,16.0755497275081,15,24.873282546577,0,-1.86110335482744,4.72661586840335,4.28327388057367,1,2,29.1886469601383,"OVER(1,2)"
1,2,13.7841538995443,15.75455868131,8.17096470677064,9.18929958466497,-4,-4,27,16.2774726094432,15,24.254505269092,0,2.3494882375189,2.19591254756991,2.69864458511992,2,1,7.92701012802597,"OVER(2,1)"
1,2,15.5214545018702,12.4141522285689,23.8004790839016,30,4,1.91626773002899,27,21.7480892413762,15,4.32476429839316,0,1.08741453286421,2.13875508014599,4.555297511026,1,1,22.5840189167116,"OVER(2,1)"
2,2,0,0,7.23450798431596,26.8318000943431,-3.37856728691707,1.04943308236843,27,27.6322566630666,15,6.66670387995645,0,-3.33113026121597,4.71568633755093,5.74711832238004,2,2,35.5431401408167,"SEPHORIZ"
2,1,13.3652177141936,7.47798071998527,19.6357087452188,24.6024598141193,4,4,27,29.4380372146397,15,17.1058254692536,0,-1.22823556473224,2.4850827769732,3.39421963703014,3,3,3.31656991839718,"BEFORE(1,2)"
1,1,2.83699264517261,9.82435687344687,20.3320475874474,22.5578730451808,4,4,27,22.6821729736111,15,8.64715900274053,0,0.849439009188784,3.57965928376301,2.74232537553946,1,1,25.087637389908,"BEFORE(2,1)"
2,2,-3.5527136788005e-15,19.2540260117692,2.117531600326,26.635233514166,-3.96238541095467,4,27,16.6327586655917,15,6.88756185406742,0,-3.94469788823706,5.02878467782894,3.54428049077993,3,2,34.4713213906735,"SEPHORIZ"
1,2,0,0,8.59807599481924,22.4524781618087,1.64196504571777,3.13581181040457,27,29.2372180615587,15,3.59590473396668,0,0.15175810733489,3.9709951091284,5.81956779403738,2,1,34.4987728755585,"SEPHORIZ"
2,1,16.4460915400143,18.2119561721915,23.9038941793599,15.8008537526143,-4,-4,27,15.7429279318469,15,28.3277091174431,0,3.90672061310979,2.38926188058258,2.07639272179726,3,1,36.9888665259683,"SEPHORIZ"
